Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Esteban Yévenes González,M,SBD,Raw,21.5,20-23,19-23,Junior,82.0,83,230.0,250.0,-257.5,,250.0,132.5,137.5,140.0,,140.0,-220.0,230.0,250.0,,250.0,640.0,2,435.03,430.31,414.16,89.14,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Joaquin Almonacid Arriagada,M,SBD,Raw,21.5,20-23,19-23,Junior,79.7,83,192.5,-202.5,210.0,,210.0,120.0,130.0,140.0,,140.0,210.0,230.0,-245.0,,230.0,580.0,3,400.83,396.91,382.5,81.96,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Alonso Barrera Silva,M,SBD,Raw,21.5,20-23,19-23,Junior,80.3,83,200.0,-215.0,215.0,,215.0,110.0,120.0,-125.0,,120.0,210.0,225.0,-240.0,,225.0,560.0,4,385.3,381.41,367.44,78.83,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Juan Bustos Neira,M,SBD,Raw,21.5,20-23,19-23,Junior,81.5,83,180.0,195.0,210.0,,210.0,117.5,127.5,-135.0,,127.5,200.0,-220.0,220.0,,220.0,557.5,5,380.29,376.24,362.22,77.89,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Jose Facuse Perez,M,SBD,Raw,21.5,20-23,19-23,Junior,80.1,83,170.0,185.0,187.5,,187.5,90.0,100.0,110.0,,110.0,200.0,215.0,230.0,,230.0,527.5,6,363.47,359.84,346.7,74.35,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Benjamin Quintanilla Pardo,M,SBD,Raw,18.5,18-19,19-23,Junior,79.2,83,180.0,195.0,207.5,,207.5,95.0,102.5,-110.0,,102.5,170.0,190.0,-210.0,,190.0,500.0,7,346.84,343.54,331.16,70.88,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Victor Fernandez Perez,M,SBD,Raw,19.5,20-23,19-23,Junior,81.5,83,160.0,170.0,-177.5,,170.0,105.0,112.5,120.0,,120.0,190.0,200.0,210.0,,210.0,500.0,8,341.06,337.43,324.86,69.86,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Nicolas Zapata Cortes,M,SBD,Raw,22.5,20-23,19-23,Junior,81.4,83,-180.0,190.0,-195.0,,190.0,95.0,100.0,-107.5,,100.0,180.0,190.0,-202.5,,190.0,480.0,9,327.65,324.18,312.12,67.1,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Maximiliano Castillo Alvarez,M,SBD,Raw,19.5,20-23,19-23,Junior,81.0,83,157.5,-167.5,-167.5,,157.5,87.5,-95.0,-95.0,,87.5,210.0,225.0,-235.0,,225.0,470.0,10,321.74,318.39,306.61,65.87,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Benjamin Cancino Aguayo,M,SBD,Raw,20.5,20-23,19-23,Junior,82.9,83,155.0,165.0,175.0,,175.0,85.0,95.0,97.5,,97.5,180.0,190.0,-200.0,,190.0,462.5,11,312.44,308.94,297.19,64.06,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Vincent Garrido Hueichaleo,M,SBD,Raw,18.5,18-19,19-23,Junior,80.4,83,135.0,147.5,-152.5,,147.5,70.0,82.5,-87.5,,82.5,137.5,150.0,-170.0,,150.0,380.0,12,261.26,258.61,249.13,53.46,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Dilan Quintana Ramirez,M,SBD,Raw,20.5,20-23,19-23,Junior,82.0,83,225.0,240.0,247.5,,247.5,100.0,105.0,-110.0,,105.0,-232.5,-242.5,-242.5,,,,DQ,,,,,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Esteban Navarro Escobar,M,SBD,Raw,18.5,18-19,19-23,Junior,88.7,93,230.0,242.5,-252.5,,242.5,135.0,145.0,-150.0,,145.0,267.5,285.0,-300.0,,285.0,672.5,1,438.07,432.56,414.83,90.05,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Cristobal Aguirre Flores,M,SBD,Raw,20.5,20-23,19-23,Junior,90.6,93,207.5,227.5,237.5,,237.5,-130.0,-137.5,137.5,,137.5,247.5,265.0,-270.0,,265.0,640.0,2,412.45,407.2,390.15,84.8,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Benjamin Roman Bravo,M,SBD,Raw,20.5,20-23,19-23,Junior,92.4,93,215.0,230.0,-235.0,,230.0,125.0,132.5,137.5,,137.5,245.0,255.0,-265.0,,255.0,622.5,3,397.31,392.26,375.53,81.69,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Manuel Santana Del Pino,M,SBD,Raw,22.5,20-23,19-23,Junior,91.6,93,210.0,225.0,-235.0,,225.0,125.0,132.5,-137.5,,132.5,-245.0,255.0,-275.0,,255.0,612.5,4,392.59,387.59,371.19,80.72,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Hernan Jimenez Medel,M,SBD,Raw,21.5,20-23,19-23,Junior,92.1,93,-200.0,200.0,210.0,,210.0,130.0,137.5,-140.0,,137.5,240.0,255.0,-265.0,,255.0,602.5,5,385.15,380.25,364.08,79.2,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Facundo Graffigna Uliarte,M,SBD,Raw,20.5,20-23,19-23,Junior,92.1,93,210.0,222.5,-227.5,,222.5,110.0,117.5,-120.0,,117.5,240.0,255.0,-270.0,,255.0,595.0,6,380.36,375.52,359.55,78.21,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Jesus Quero Ferrer,M,SBD,Raw,20.5,20-23,19-23,Junior,90.2,93,200.0,215.0,-222.5,,215.0,137.5,145.0,150.0,,150.0,205.0,217.5,227.5,,227.5,592.5,7,382.68,377.82,362.07,78.68,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Mateo Ortiz Molina,M,SBD,Raw,20.5,20-23,19-23,Junior,90.2,93,175.0,190.0,205.0,,205.0,145.0,155.0,-160.0,,155.0,210.0,230.0,-245.0,,230.0,590.0,8,381.07,376.23,360.54,78.35,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Vicente Alarcon Aliaga,M,SBD,Raw,20.5,20-23,19-23,Junior,91.3,93,190.0,202.5,210.0,,210.0,135.0,142.5,-147.5,,142.5,200.0,215.0,-230.0,,215.0,567.5,9,364.33,359.69,344.52,74.91,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Miguel Diaz Molina,M,SBD,Raw,21.5,20-23,19-23,Junior,90.0,93,195.0,205.0,212.5,,212.5,92.5,100.0,-107.5,,100.0,220.0,240.0,-255.0,,240.0,552.5,10,357.25,352.71,338.04,73.45,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Daniel Munoz Vega,M,SBD,Raw,20.5,20-23,19-23,Junior,85.4,93,-180.0,180.0,-205.0,,180.0,-110.0,115.0,-120.0,,115.0,215.0,230.0,-240.0,,230.0,525.0,11,348.89,344.71,331.16,71.64,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Felix Alvarez Espinoza,M,SBD,Raw,21.5,20-23,19-23,Junior,89.4,93,150.0,170.0,-187.5,,170.0,100.0,110.0,115.0,,115.0,185.0,205.0,222.5,,222.5,507.5,12,329.26,325.1,311.66,67.69,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Javier Gutierrez Amaya,M,SBD,Raw,20.5,20-23,19-23,Junior,89.6,93,-175.0,175.0,200.0,,200.0,100.0,107.5,-115.0,,107.5,170.0,185.0,200.0,,200.0,507.5,13,328.89,324.72,311.28,67.62,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Jhoan Echeverry Gonzalez,M,SBD,Raw,19.5,20-23,19-23,Junior,90.2,93,-175.0,180.0,-185.0,,180.0,92.5,-97.5,-97.5,,92.5,190.0,202.5,-210.0,,202.5,475.0,14,306.79,302.9,290.27,63.08,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Cristobal Monasterio Gonzalez,M,SBD,Raw,20.5,20-23,19-23,Junior,91.8,93,160.0,172.5,-180.0,,172.5,85.0,92.5,-100.0,,92.5,165.0,-200.0,-200.0,,165.0,430.0,15,275.32,271.81,260.29,56.61,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Diego Aguilar Aballay,M,SBD,Raw,21.5,20-23,19-23,Junior,85.4,93,145.0,-147.5,-160.0,,145.0,80.0,87.5,-95.0,,87.5,160.0,175.0,-190.0,,175.0,407.5,16,270.81,267.56,257.04,55.61,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Bastian Ramirez Del Canto,M,SBD,Raw,22.5,20-23,19-23,Junior,91.8,93,220.0,-235.0,235.0,,235.0,127.5,135.0,-140.0,,135.0,-220.0,-220.0,-220.0,,,,DQ,,,,,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Ignacio de la Fuente Letelier,M,SBD,Raw,19.5,20-23,19-23,Junior,92.3,93,217.5,230.0,237.5,,237.5,132.5,135.0,137.5,,137.5,-242.5,-242.5,-242.5,,,,DQ,,,,,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Angel Cornejo Acevedo,M,SBD,Raw,22.5,20-23,19-23,Junior,101.5,105,190.0,205.0,217.5,,217.5,130.0,137.5,142.5,,142.5,240.0,260.0,275.0,,275.0,635.0,1,388.37,384.2,366.89,79.66,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Pablo Araya Plaza,M,SBD,Raw,21.5,20-23,19-23,Junior,100.0,105,230.0,245.0,-252.5,,245.0,145.0,152.5,155.0,,155.0,210.0,222.5,232.5,,232.5,632.5,2,389.31,384.93,367.65,79.9,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Vicente Carvajal Sabaleta,M,SBD,Raw,20.5,20-23,19-23,Junior,98.6,105,205.0,220.0,232.5,,232.5,130.0,140.0,-145.0,,140.0,230.0,245.0,-265.0,,245.0,617.5,3,382.43,377.97,361.09,78.53,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Luis Martinez Lopez,M,SBD,Raw,20.5,20-23,19-23,Junior,103.1,105,200.0,210.0,-225.0,,210.0,120.0,127.5,-132.5,,127.5,225.0,237.5,-250.0,,237.5,575.0,4,349.38,345.86,330.24,71.6,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Joaquin Gonzalez Bravo,M,SBD,Raw,22.5,20-23,19-23,Junior,101.9,105,190.0,200.0,210.0,,210.0,135.0,145.0,-155.0,,145.0,200.0,210.0,-220.0,,210.0,565.0,5,344.98,341.34,325.94,70.74,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Manuel Melo Barria,M,SBD,Raw,21.5,20-23,19-23,Junior,100.7,105,160.0,170.0,185.0,,185.0,110.0,115.0,-122.5,,115.0,200.0,215.0,-222.5,,215.0,515.0,6,316.04,312.56,298.5,64.84,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Lucas Ayala Medina,M,SBD,Raw,22.0,20-23,19-23,Junior,108.1,120,240.0,260.0,-275.0,,260.0,130.0,-140.0,145.0,,145.0,275.0,305.0,325.0,,325.0,730.0,1,435.24,431.96,412.66,88.92,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Miguel Pinto Munoz,M,SBD,Raw,22.5,20-23,19-23,Junior,109.4,120,205.0,215.0,220.0,,220.0,115.0,122.5,130.0,,130.0,210.0,230.0,250.0,,250.0,600.0,2,356.1,353.69,337.99,72.69,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Hugo Cofre Aguilera,M,SBD,Raw,20.5,20-23,19-23,Junior,107.8,120,165.0,175.0,-182.5,,175.0,122.5,130.0,137.5,,137.5,195.0,205.0,-215.0,,205.0,517.5,3,308.87,306.49,292.78,63.12,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Simon Pina Rodriguez,M,SBD,Raw,19.5,20-23,19-23,Junior,142.4,120+,220.0,235.0,242.5,,242.5,140.0,-150.0,-155.0,,140.0,210.0,-230.0,-230.0,,210.0,592.5,1,323.17,330.26,313.51,64.16,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Benjamín Godoy Diaz,M,SBD,Raw,18.5,18-19,19-23,Junior,178.3,120+,215.0,225.0,235.0,,235.0,130.0,-137.5,-140.0,,130.0,210.0,-225.0,-225.0,,210.0,575.0,2,295.61,309.92,289.98,57.43,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Guillermo Cisternas Aguilar,M,SBD,Raw,45.5,45-49,40-49,Master 1,72.6,74,170.0,185.0,200.0,,200.0,100.0,110.0,-120.0,,110.0,170.0,185.0,200.0,,200.0,510.0,1,373.72,371.92,359.87,75.62,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Julio Correa Silva,M,SBD,Raw,47.5,45-49,40-49,Master 1,92.0,93,160.0,170.0,-182.5,,170.0,110.0,120.0,-125.0,,120.0,200.0,210.0,-220.0,,210.0,500.0,1,319.8,315.73,302.32,65.76,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Rodrigo Perez Cumillaf,M,SBD,Raw,39.5,35-39,40-49,Master 1,91.4,93,-170.0,170.0,-180.0,,170.0,95.0,100.0,-105.0,,100.0,180.0,190.0,-200.0,,190.0,460.0,2,295.16,291.4,279.1,60.69,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Luis Ahumada Zamora,M,SBD,Raw,39.5,35-39,40-49,Master 1,104.7,105,205.0,220.0,-230.0,,220.0,120.0,127.5,132.5,,132.5,220.0,235.0,-245.0,,235.0,587.5,1,354.73,351.42,335.56,72.63,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Iván Reyes Reyes,M,SBD,Raw,54.0,50-54,50-59,Master 2,90.4,93,160.0,170.0,-175.0,,170.0,110.0,120.0,130.0,,130.0,-160.0,170.0,185.0,,185.0,485.0,1,312.9,308.93,296.02,64.34,Yes,Venezuela,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Bastian Aguila Aguila,M,SBD,Raw,28.5,24-34,24-39,Open,64.2,66,190.0,-195.0,195.0,,195.0,120.0,122.5,127.5,,127.5,210.0,220.0,227.5,,227.5,550.0,1,440.0,441.95,430.02,87.0,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Cristóbal Mena Aballay,M,SBD,Raw,39.0,35-39,24-39,Open,65.3,66,-155.0,155.0,-165.0,,155.0,120.0,125.0,-135.0,,125.0,190.0,200.0,215.0,,215.0,495.0,2,390.94,392.11,381.22,77.6,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Jesus Fuentes Marchant,M,SBD,Raw,26.5,24-34,24-39,Open,65.1,66,160.0,170.0,175.0,,175.0,-92.5,92.5,97.5,,97.5,197.5,210.0,-222.5,,210.0,482.5,3,381.95,383.19,372.6,75.76,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Fabrizio Trevia Ordenes,M,SBD,Raw,33.0,24-34,24-39,Open,73.0,74,210.0,-220.0,222.5,,222.5,130.0,137.5,142.5,,142.5,245.0,250.0,255.0,,255.0,620.0,1,452.68,450.34,435.64,91.67,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Diego Navarro Crocci,M,SBD,Raw,27.5,24-34,24-39,Open,72.9,74,190.0,205.0,212.5,,212.5,115.0,122.5,-127.5,,122.5,245.0,260.0,-270.0,,260.0,595.0,2,434.82,432.61,418.51,88.03,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Markos Salgado Verdejo,M,SBD,Raw,27.0,24-34,24-39,Open,72.1,74,200.0,210.0,-215.0,,210.0,152.5,160.0,165.0,,165.0,205.0,-220.0,-220.0,,205.0,580.0,3,426.98,425.12,411.46,86.31,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Alejandro Reyes González,M,SBD,Raw,33.0,24-34,24-39,Open,73.0,74,197.5,205.0,210.0,,210.0,125.0,132.5,135.0,,135.0,215.0,230.0,-240.0,,230.0,575.0,4,419.82,417.66,404.02,85.01,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Diego Salazar Alvarado,M,SBD,Raw,34.0,24-34,24-39,Open,73.5,74,210.0,220.0,-227.5,,220.0,-110.0,110.0,115.0,,115.0,-200.0,210.0,225.0,,225.0,560.0,5,407.04,404.77,391.44,82.5,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Vicente Cabrera Seguel,M,SBD,Raw,23.5,24-34,24-39,Open,72.0,74,175.0,185.0,-190.0,,185.0,115.0,125.0,-127.5,,125.0,210.0,-230.0,230.0,,230.0,540.0,6,397.9,396.2,383.49,80.42,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Benjamin Bonomi Varela,M,SBD,Raw,36.5,35-39,24-39,Open,73.6,74,180.0,190.0,200.0,,200.0,105.0,110.0,115.0,,115.0,195.0,210.0,217.5,,217.5,532.5,7,386.71,384.52,371.83,78.4,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Felipe Navarro Carreno,M,SBD,Raw,26.5,24-34,24-39,Open,72.6,74,180.0,190.0,-200.0,,190.0,100.0,107.5,110.0,,110.0,215.0,227.5,-240.0,,227.5,527.5,8,386.55,384.68,372.21,78.21,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
John Silva Ulloa,M,SBD,Raw,30.5,24-34,24-39,Open,73.5,74,170.0,185.0,-200.0,,185.0,-110.0,-117.5,117.5,,117.5,192.5,-202.5,202.5,,202.5,505.0,9,367.06,365.01,352.99,74.4,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Mariano Contreras Antilaf,M,SBD,Raw,24.0,24-34,24-39,Open,69.1,74,170.0,180.0,-190.0,,180.0,102.5,110.0,-115.0,,110.0,195.0,-205.0,,,195.0,485.0,10,367.62,367.1,355.96,73.8,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Sebastian Escobar Molina,M,SBD,Raw,23.5,24-34,24-39,Open,71.8,74,150.0,160.0,170.0,,170.0,107.5,115.0,117.5,,117.5,170.0,190.0,-200.0,,190.0,477.5,11,352.51,351.07,339.85,71.21,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Francisco Aguilar Riquelme,M,SBD,Raw,26.5,24-34,24-39,Open,71.5,74,170.0,-187.5,-187.5,,170.0,90.0,95.0,-97.5,,95.0,200.0,210.0,-220.0,,210.0,475.0,12,351.66,350.31,339.18,70.99,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Vicente Lobos Gaete,M,SBD,Raw,27.5,24-34,24-39,Open,72.7,74,-175.0,-175.0,175.0,,175.0,100.0,102.5,-110.0,,102.5,195.0,-205.0,-205.0,,195.0,472.5,13,345.93,344.23,333.05,70.01,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Francisco Canobra Gatica,M,SBD,Raw,30.5,24-34,24-39,Open,70.5,74,170.0,180.0,-182.5,,180.0,97.5,102.5,-105.0,,102.5,170.0,180.0,-195.0,,180.0,462.5,14,345.71,344.72,333.97,69.64,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Jorge Trujillo,M,SBD,Raw,25.5,24-34,24-39,Open,72.2,74,130.0,-140.0,150.0,,150.0,87.5,95.0,102.5,,102.5,170.0,190.0,-200.0,,190.0,442.5,15,325.46,324.0,313.58,65.8,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Miguel Espina Fuentes,M,SBD,Raw,25.5,24-34,24-39,Open,70.7,74,140.0,155.0,-162.5,,155.0,80.0,90.0,-95.0,,90.0,160.0,175.0,190.0,,190.0,435.0,16,324.52,323.53,313.4,65.4,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Oscar Pino,M,SBD,Raw,29.5,24-34,24-39,Open,81.8,83,210.0,220.0,230.0,,230.0,120.0,130.0,135.0,,135.0,250.0,252.5,270.0,,270.0,635.0,1,432.24,427.58,411.58,88.55,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Martin Gatica Fernandez,M,SBD,Raw,23.5,24-34,24-39,Open,78.4,83,190.0,-205.0,207.5,,207.5,115.0,120.0,127.5,,127.5,200.0,212.5,-225.0,,212.5,547.5,2,382.11,378.65,365.16,78.02,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Jordan Olave Rojas,M,SBD,Raw,23.5,24-34,24-39,Open,80.6,83,155.0,170.0,180.0,,180.0,102.5,110.0,115.0,,115.0,192.5,212.5,227.5,,227.5,522.5,3,358.71,355.04,341.98,73.41,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Joaquin Avila Aravena,M,SBD,Raw,26.5,24-34,24-39,Open,80.8,83,180.0,192.5,202.5,,202.5,115.0,120.0,-125.0,,120.0,-175.0,190.0,200.0,,200.0,522.5,4,358.19,354.5,341.42,73.32,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Diego Farias Mardones,M,SBD,Raw,23.5,24-34,24-39,Open,75.8,83,185.0,195.0,-205.0,,195.0,82.5,87.5,92.5,,92.5,-180.0,180.0,205.0,,205.0,492.5,5,350.96,348.37,336.46,71.41,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Maximiliano Almarza Gonzalez,M,SBD,Raw,23.5,24-34,24-39,Open,82.4,83,155.0,165.0,177.5,,177.5,95.0,-105.0,115.0,,115.0,175.0,185.0,-200.0,,185.0,477.5,6,323.68,320.11,308.03,66.34,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Zarko Cerpa Jaime,M,SBD,Raw,23.5,24-34,24-39,Open,80.3,83,155.0,167.5,172.5,,172.5,92.5,97.5,102.5,,102.5,-200.0,200.0,-220.0,,200.0,475.0,7,326.81,323.52,311.67,66.87,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Juan Diaz Garzon,M,SBD,Raw,31.5,24-34,24-39,Open,81.5,83,160.0,-175.0,175.0,,175.0,95.0,-105.0,105.0,,105.0,170.0,185.0,-200.0,,185.0,465.0,8,317.19,313.81,302.12,64.97,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Pablo Ramirez Letelier,M,SBD,Raw,37.5,35-39,24-39,Open,81.2,83,130.0,140.0,150.0,,150.0,87.5,90.0,-95.0,,90.0,185.0,192.5,-200.0,,192.5,432.5,9,295.65,292.54,281.69,60.54,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Jorley Hernandez Castillo,M,SBD,Raw,24.5,24-34,24-39,Open,91.1,93,242.5,252.5,-260.0,,252.5,172.5,180.0,187.5,,187.5,260.0,277.5,-285.0,,277.5,717.5,1,461.13,455.26,436.1,94.82,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
David Rivas Bustos,M,SBD,Raw,24.5,24-34,24-39,Open,85.7,93,235.0,242.5,-247.5,,242.5,145.0,-155.0,-155.0,,145.0,275.0,295.0,-310.0,,295.0,682.5,2,452.7,447.24,429.59,92.97,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Cristobal Lobos Vergara,M,SBD,Raw,24.5,24-34,24-39,Open,90.9,93,210.0,230.0,-240.0,,230.0,-122.5,122.5,127.5,,127.5,280.0,300.0,310.0,,310.0,667.5,3,429.46,424.0,406.19,88.31,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Matias Fuentes Albornoz,M,SBD,Raw,23.5,24-34,24-39,Open,92.0,93,235.0,-250.0,-250.0,,235.0,150.0,157.5,-165.0,,157.5,252.5,272.5,275.0,,275.0,667.5,4,426.93,421.5,403.59,87.79,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Cristopher Toledo Soto,M,SBD,Raw,23.5,24-34,24-39,Open,91.1,93,240.0,250.0,257.5,,257.5,155.0,165.0,-172.5,,165.0,220.0,-240.0,242.5,,242.5,665.0,5,427.39,421.95,404.19,87.88,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Johan Aranguiz Morales,M,SBD,Raw,30.5,24-34,24-39,Open,87.5,93,205.0,220.0,230.0,,230.0,130.0,140.0,142.5,,142.5,230.0,250.0,265.0,,265.0,637.5,6,418.21,413.02,396.34,85.94,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Ignacio Cabezas Bruna,M,SBD,Raw,28.5,24-34,24-39,Open,89.3,93,220.0,-230.0,235.0,,235.0,130.0,137.5,145.0,,145.0,235.0,245.0,250.0,,250.0,630.0,7,408.97,403.8,387.14,84.08,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
Benjamin Gutierrez Torres,M,SBD,Raw,25.5,24-34,24-39,Open,91.5,93,-200.0,200.0,215.0,,215.0,137.5,147.5,-155.0,,147.5,245.0,260.0,-275.0,,260.0,622.5,8,399.21,394.13,377.47,82.09,Yes,,,FECHIPO,IPF,2025-10-25,Chile,,San Vicente,Regional Centro,Yes
